t,L,S,E,I_S,I_A,H,R,D,V,J,u_L,u_V,lockdownFlux,Doses
123.553,0.00119151,0.403608,0.00341692,0.000298202,0.00404039,1.19E-04,0.537797,0.00234886,0.0471881,0.0173847,-1.10E-07,0.00216975,4.77E+00,7.34E+02
123.735,0.00118398,0.403908,0.0034052,0.000297095,0.00402435,1.18E-04,0.537387,0.00234924,0.0473342,0.0173877,-1.09E-07,0.00217203,4.74E+00,7.34E+02
123.918,0.00117651,0.404208,0.00339357,0.000295997,0.00400843,1.18E-04,0.536978,0.00234961,0.0474806,0.0173906,-1.07E-07,0.00217431,4.71E+00,7.34E+02
124.1,0.00116909,0.404507,0.00338202,0.000294906,0.00399263,1.17E-04,0.536568,0.00234998,0.0476272,0.0173936,-1.06E-07,0.00217659,4.68E+00,7.34E+02
124.283,0.00116173,0.404806,0.00337056,0.000293824,0.00397696,1.17E-04,0.536158,0.00235035,0.0477739,0.0173965,-1.05E-07,0.00217886,4.65E+00,7.34E+02
124.465,0.00115443,0.405105,0.00335919,0.00029275,0.0039614,1.16E-04,0.535748,0.00235072,0.0479208,0.0173994,-1.03E-07,0.00218112,4.62E+00,7.34E+02
124.648,0.00114719,0.405403,0.00334789,0.000291684,0.00394595,1.16E-04,0.535337,0.00235109,0.0480679,0.0174024,-1.02E-07,0.00218337,4.59E+00,7.35E+02
124.83,0.00114,0.405701,0.00333669,0.000290626,0.00393063,1.15E-04,0.534927,0.00235145,0.0482152,0.0174053,-1.01E-07,0.00218562,4.56E+00,7.35E+02
125.013,0.00113286,0.405999,0.00332556,0.000289575,0.00391542,1.15E-04,0.534516,0.00235182,0.0483626,0.0174082,-9.92E-08,0.00218786,4.53E+00,7.35E+02
125.195,0.00112578,0.406296,0.00331452,0.000288533,0.00390032,1.15E-04,0.534106,0.00235218,0.0485102,0.0174111,-9.78E-08,0.00219009,4.50E+00,7.35E+02
125.378,0.00111876,0.406593,0.00330356,0.000287498,0.00388534,1.14E-04,0.533695,0.00235254,0.048658,0.017414,-9.65E-08,0.00219232,4.48E+00,7.35E+02
125.56,0.00111178,0.40689,0.00329268,0.000286471,0.00387047,1.14E-04,0.533284,0.0023529,0.048806,0.0174168,-9.51E-08,0.00219454,4.45E+00,7.35E+02
125.742,0.00110486,0.407186,0.00328188,0.000285452,0.00385572,1.13E-04,0.532874,0.00235326,0.0489541,0.0174197,-9.38E-08,0.00219675,4.42E+00,7.35E+02
125.925,0.001098,0.407482,0.00327117,0.00028444,0.00384107,1.13E-04,0.532463,0.00235362,0.0491024,0.0174226,-9.24E-08,0.00219896,4.39E+00,7.35E+02
126.107,0.00109118,0.407777,0.00326053,0.000283436,0.00382654,1.12E-04,0.532052,0.00235397,0.0492509,0.0174254,-9.11E-08,0.00220116,4.36E+00,7.35E+02
126.29,0.00108442,0.408073,0.00324997,0.000282439,0.00381211,1.12E-04,0.531641,0.00235433,0.0493995,0.0174282,-8.98E-08,0.00220335,4.34E+00,7.35E+02
126.472,0.00107771,0.408368,0.00323949,0.00028145,0.0037978,1.12E-04,0.531229,0.00235468,0.0495484,0.0174311,-8.85E-08,0.00220553,4.31E+00,7.35E+02
126.655,0.00107105,0.408662,0.00322908,0.000280468,0.00378359,1.11E-04,0.530818,0.00235504,0.0496974,0.0174339,-8.71E-08,0.00220771,4.28E+00,7.36E+02
126.837,0.00106444,0.408956,0.00321876,0.000279493,0.00376948,1.11E-04,0.530407,0.00235539,0.0498465,0.0174367,-8.58E-08,0.00220988,4.26E+00,7.36E+02
127.02,0.00105789,0.40925,0.00320851,0.000278526,0.00375549,1.10E-04,0.529995,0.00235574,0.0499959,0.0174395,-8.45E-08,0.00221205,4.23E+00,7.36E+02
127.202,0.00105138,0.409544,0.00319833,0.000277566,0.0037416,1.10E-04,0.529584,0.00235608,0.0501454,0.0174423,-8.32E-08,0.00221421,4.21E+00,7.36E+02
127.385,0.00104492,0.409837,0.00318824,0.000276613,0.00372781,1.10E-04,0.529173,0.00235643,0.050295,0.0174451,-8.20E-08,0.00221636,4.18E+00,7.36E+02
127.567,0.00103851,0.41013,0.00317821,0.000275667,0.00371413,1.09E-04,0.528761,0.00235678,0.0504449,0.0174478,-8.07E-08,0.0022185,4.15E+00,7.36E+02
127.75,0.00103215,0.410422,0.00316826,0.000274728,0.00370055,1.09E-04,0.528349,0.00235712,0.0505949,0.0174506,-7.94E-08,0.00222064,4.13E+00,7.36E+02
127.932,0.00102584,0.410714,0.00315839,0.000273796,0.00368707,1.08E-04,0.527938,0.00235747,0.050745,0.0174534,-7.81E-08,0.00222277,4.10E+00,7.36E+02
128.115,0.00101958,0.411006,0.00314859,0.000272871,0.0036737,1.08E-04,0.527526,0.00235781,0.0508954,0.0174561,-7.69E-08,0.0022249,4.08E+00,7.36E+02
128.297,0.00101336,0.411298,0.00313886,0.000271953,0.00366042,1.08E-04,0.527114,0.00235815,0.0510458,0.0174589,-7.56E-08,0.00222702,4.05E+00,7.36E+02
128.48,0.00100719,0.411589,0.0031292,0.000271041,0.00364724,1.07E-04,0.526703,0.00235849,0.0511965,0.0174616,-7.44E-08,0.00222913,4.03E+00,7.36E+02
128.662,0.00100107,0.411879,0.00311962,0.000270137,0.00363417,1.07E-04,0.526291,0.00235883,0.0513473,0.0174643,-7.31E-08,0.00223123,4.00E+00,7.37E+02
128.845,0.000994995,0.41217,0.0031101,0.000269239,0.00362119,1.07E-04,0.525879,0.00235917,0.0514983,0.017467,-7.19E-08,0.00223333,3.98E+00,7.37E+02
129.028,0.000988966,0.41246,0.00310066,0.000268348,0.0036083,1.06E-04,0.525467,0.0023595,0.0516494,0.0174697,-7.07E-08,0.00223542,3.96E+00,7.37E+02
129.21,0.000982983,0.412749,0.00309129,0.000267464,0.00359552,1.06E-04,0.525055,0.00235984,0.0518007,0.0174724,-6.94E-08,0.0022375,3.93E+00,7.37E+02
129.392,0.000977046,0.413038,0.00308199,0.000266586,0.00358283,1.05E-04,0.524644,0.00236017,0.0519522,0.0174751,-6.82E-08,0.00223958,3.91E+00,7.37E+02
129.575,0.000971153,0.413327,0.00307275,0.000265714,0.00357023,1.05E-04,0.524232,0.00236051,0.0521038,0.0174778,-6.70E-08,0.00224165,3.88E+00,7.37E+02
129.757,0.000965306,0.413616,0.00306359,0.00026485,0.00355773,1.05E-04,0.52382,0.00236084,0.0522556,0.0174805,-6.58E-08,0.00224372,3.86E+00,7.37E+02
129.94,0.000959503,0.413904,0.00305449,0.000263991,0.00354533,1.04E-04,0.523408,0.00236117,0.0524075,0.0174832,-6.46E-08,0.00224578,3.84E+00,7.37E+02
130.123,0.000953744,0.414192,0.00304546,0.000263139,0.00353301,1.04E-04,0.522996,0.0023615,0.0525596,0.0174858,-6.34E-08,0.00224783,3.81E+00,7.37E+02
130.305,0.000948029,0.414479,0.0030365,0.000262293,0.00352079,1.04E-04,0.522584,0.00236183,0.0527118,0.0174885,-6.22E-08,0.00224987,3.79E+00,7.37E+02
130.487,0.000942358,0.414766,0.0030276,0.000261454,0.00350866,1.03E-04,0.522172,0.00236215,0.0528642,0.0174911,-6.11E-08,0.00225191,3.77E+00,7.37E+02
130.67,0.000936729,0.415053,0.00301878,0.000260621,0.00349662,1.03E-04,0.52176,0.00236248,0.0530168,0.0174938,-5.99E-08,0.00225394,3.75E+00,7.37E+02
130.852,0.000931144,0.415339,0.00301001,0.000259794,0.00348468,1.03E-04,0.521348,0.00236281,0.0531695,0.0174964,-5.87E-08,0.00225597,3.72E+00,7.37E+02
131.035,0.0009256,0.415625,0.00300132,0.000258973,0.00347282,1.02E-04,0.520937,0.00236313,0.0533223,0.017499,-5.75E-08,0.00225799,3.70E+00,7.38E+02
131.218,0.000920099,0.415911,0.00299268,0.000258158,0.00346105,1.02E-04,0.520525,0.00236345,0.0534754,0.0175016,-5.64E-08,0.00226,3.68E+00,7.38E+02
131.4,0.00091464,0.416196,0.00298411,0.00025735,0.00344936,1.02E-04,0.520113,0.00236377,0.0536285,0.0175042,-5.52E-08,0.002262,3.66E+00,7.38E+02
131.582,0.000909222,0.416481,0.00297561,0.000256547,0.00343777,1.01E-04,0.519701,0.0023641,0.0537818,0.0175068,-5.41E-08,0.002264,3.64E+00,7.38E+02
131.765,0.000903845,0.416766,0.00296717,0.00025575,0.00342626,1.01E-04,0.519289,0.00236442,0.0539353,0.0175094,-5.30E-08,0.00226599,3.62E+00,7.38E+02
131.947,0.000898509,0.41705,0.00295879,0.00025496,0.00341484,1.01E-04,0.518877,0.00236473,0.0540889,0.017512,-5.18E-08,0.00226798,3.59E+00,7.38E+02
132.13,0.000893213,0.417334,0.00295048,2.54E-04,0.0034035,1.00E-04,0.518466,0.00236505,0.0542426,0.0175146,-5.07E-08,0.00226996,3.57E+00,7.38E+02
132.312,0.000887958,0.417617,0.00294223,2.53E-04,0.00339225,1.00E-04,0.518054,0.00236537,0.0543966,0.0175171,-4.96E-08,0.00227193,3.55E+00,7.38E+02
132.495,0.000882742,0.4179,0.00293404,2.53E-04,0.00338108,9.97E-05,0.517642,0.00236569,0.0545506,0.0175197,-4.85E-08,0.0022739,3.53E+00,7.38E+02
132.678,0.000877566,0.418183,0.00292591,2.52E-04,0.00337,9.94E-05,0.517231,0.002366,0.0547048,0.0175223,-4.74E-08,0.00227586,3.51E+00,7.38E+02
132.86,0.00087243,0.418465,0.00291784,2.51E-04,0.003359,9.91E-05,0.516819,0.00236631,0.0548591,0.0175248,-4.63E-08,0.00227781,3.49E+00,7.38E+02
133.042,0.000867332,0.418747,0.00290983,2.50E-04,0.00334808,9.87E-05,0.516407,0.00236663,0.0550136,0.0175274,-4.52E-08,0.00227976,3.47E+00,7.38E+02
133.225,0.000862273,0.419028,0.00290188,2.50E-04,0.00333724,9.84E-05,0.515996,0.00236694,0.0551683,0.0175299,-4.41E-08,0.0022817,3.45E+00,7.38E+02
133.407,0.000857252,0.419309,0.002894,2.49E-04,0.00332649,9.81E-05,0.515584,0.00236725,0.055323,0.0175324,-4.30E-08,0.00228363,3.43E+00,7.38E+02
133.59,0.000852269,0.41959,0.00288617,2.48E-04,0.00331581,9.78E-05,0.515173,0.00236756,0.055478,0.017535,-4.19E-08,0.00228556,3.41E+00,7.38E+02
133.773,0.000847324,0.41987,0.0028784,2.47E-04,0.00330522,9.75E-05,0.514762,0.00236787,0.055633,0.0175375,-4.09E-08,0.00228748,3.39E+00,7.38E+02
133.955,0.000842417,0.42015,0.00287069,2.47E-04,0.0032947,9.72E-05,0.51435,0.00236818,0.0557882,0.01754,-3.98E-08,0.00228939,3.37E+00,7.39E+02
134.137,0.000837546,0.42043,0.00286303,2.46E-04,0.00328427,9.69E-05,0.513939,0.00236848,0.0559436,0.0175425,-3.87E-08,0.0022913,3.35E+00,7.39E+02
134.32,0.000832713,0.420709,0.00285544,2.45E-04,0.00327391,9.66E-05,0.513528,0.00236879,0.056099,0.017545,-3.77E-08,0.0022932,3.33E+00,7.39E+02
134.502,0.000827916,0.420988,0.0028479,2.44E-04,0.00326363,9.63E-05,0.513117,0.00236909,0.0562546,0.0175475,-3.66E-08,0.0022951,3.31E+00,7.39E+02
134.685,0.000823156,0.421266,0.00284042,2.44E-04,0.00325342,9.60E-05,0.512706,0.0023694,0.0564104,0.01755,-3.56E-08,0.00229698,3.29E+00,7.39E+02
134.868,0.000818431,0.421544,0.002833,2.43E-04,0.0032433,9.57E-05,0.512295,0.0023697,0.0565663,0.0175524,-3.46E-08,0.00229887,3.27E+00,7.39E+02
135.05,0.000813742,0.421822,0.00282563,2.42E-04,0.00323324,9.55E-05,0.511884,0.00237,0.0567223,0.0175549,-3.35E-08,0.00230074,3.25E+00,7.39E+02
135.232,0.000809089,0.422099,0.00281832,2.42E-04,0.00322327,9.52E-05,0.511473,0.00237031,0.0568785,0.0175574,-3.25E-08,0.00230261,3.24E+00,7.39E+02
135.415,0.000804471,0.422376,0.00281106,2.41E-04,0.00321337,9.49E-05,0.511062,0.00237061,0.0570348,0.0175598,-3.15E-08,0.00230447,3.22E+00,7.39E+02
135.597,0.000799888,0.422653,0.00280386,2.40E-04,0.00320354,9.46E-05,0.510652,0.00237091,0.0571912,0.0175623,-3.05E-08,0.00230633,3.20E+00,7.39E+02
135.78,0.000795339,0.422929,0.00279671,2.40E-04,0.00319379,9.43E-05,0.510241,0.00237121,0.0573478,0.0175647,-2.95E-08,0.00230818,3.18E+00,7.39E+02
135.963,0.000790825,0.423205,0.00278962,2.39E-04,0.00318411,9.40E-05,0.509831,0.0023715,0.0575045,0.0175672,-2.85E-08,0.00231002,3.16E+00,7.39E+02
136.145,0.000786345,0.42348,0.00278258,2.38E-04,0.0031745,9.38E-05,0.50942,0.0023718,0.0576613,0.0175696,-2.75E-08,0.00231186,3.15E+00,7.39E+02
136.327,0.000781899,0.423755,0.0027756,2.38E-04,0.00316497,9.35E-05,0.50901,0.0023721,0.0578183,0.017572,-2.65E-08,0.00231369,3.13E+00,7.39E+02
136.51,0.000777487,0.42403,0.00276867,2.37E-04,0.0031555,9.32E-05,0.5086,0.00237239,0.0579754,0.0175744,-2.55E-08,0.00231552,3.11E+00,7.39E+02
136.692,0.000773108,0.424304,0.00276179,2.36E-04,0.00314611,9.30E-05,0.508189,0.00237269,0.0581326,0.0175769,-2.45E-08,0.00231734,3.09E+00,7.39E+02
136.875,0.000768762,0.424578,0.00275496,2.36E-04,0.00313679,9.27E-05,0.507779,0.00237298,0.05829,0.0175793,-2.35E-08,0.00231915,3.08E+00,7.39E+02
137.058,0.000764449,0.424851,0.00274819,2.35E-04,0.00312754,9.24E-05,0.507369,0.00237327,0.0584474,0.0175817,-2.26E-08,0.00232095,3.06E+00,7.39E+02
137.24,0.000760168,0.425124,0.00274147,2.34E-04,0.00311836,9.22E-05,0.50696,0.00237357,0.0586051,0.0175841,-2.16E-08,0.00232275,3.04E+00,7.39E+02
137.423,0.00075592,0.425397,0.0027348,2.34E-04,0.00310924,9.19E-05,0.50655,0.00237386,0.0587628,0.0175865,-2.07E-08,0.00232455,3.02E+00,7.40E+02
137.605,0.000751704,0.425669,0.00272818,2.33E-04,0.0031002,9.16E-05,0.50614,0.00237415,0.0589207,0.0175889,-1.97E-08,0.00232633,3.01E+00,7.40E+02
137.787,0.000747519,0.425941,0.00272161,2.33E-04,0.00309122,9.14E-05,0.505731,0.00237444,0.0590786,0.0175912,-1.88E-08,0.00232811,2.99E+00,7.40E+02
137.97,0.000743367,0.426213,0.00271509,2.32E-04,0.00308231,9.11E-05,0.505321,0.00237473,0.0592368,0.0175936,-1.78E-08,0.00232989,2.97E+00,7.40E+02
138.153,0.000739245,0.426484,0.00270862,2.31E-04,0.00307347,9.09E-05,0.504912,0.00237501,0.059395,0.017596,-1.69E-08,0.00233165,2.96E+00,7.40E+02
138.335,0.000735155,0.426754,0.00270221,2.31E-04,0.0030647,9.06E-05,0.504503,0.0023753,0.0595534,0.0175983,-1.60E-08,0.00233342,2.94E+00,7.40E+02
138.518,0.000731096,0.427025,0.00269584,2.30E-04,0.00305599,9.04E-05,0.504094,0.00237559,0.0597118,0.0176007,-1.50E-08,0.00233517,2.92E+00,7.40E+02
138.7,0.000727067,0.427295,0.00268952,2.30E-04,0.00304735,9.01E-05,0.503685,0.00237587,0.0598704,0.0176031,-1.41E-08,0.00233692,2.91E+00,7.40E+02
138.882,0.000723069,0.427564,0.00268325,2.29E-04,0.00303877,8.99E-05,0.503276,0.00237616,0.0600292,0.0176054,-1.32E-08,0.00233866,2.89E+00,7.40E+02
139.065,0.000719101,0.427833,0.00267703,2.28E-04,0.00303026,8.96E-05,0.502867,0.00237644,0.060188,0.0176078,-1.23E-08,0.0023404,2.88E+00,7.40E+02
139.248,0.000715162,0.428102,0.00267086,2.28E-04,0.00302181,8.94E-05,0.502459,0.00237672,0.060347,0.0176101,-1.14E-08,0.00234213,2.86E+00,7.40E+02
139.43,0.000711254,0.42837,0.00266473,2.27E-04,0.00301343,8.91E-05,0.50205,0.00237701,0.0605061,0.0176124,-1.05E-08,0.00234385,2.85E+00,7.40E+02
139.613,0.000707375,0.428638,0.00265866,2.27E-04,0.00300511,8.89E-05,0.501642,0.00237729,0.0606653,0.0176148,-9.62E-09,0.00234557,2.83E+00,7.40E+02
139.795,0.000703525,0.428906,0.00265263,2.26E-04,0.00299685,8.87E-05,0.501234,0.00237757,0.0608246,0.0176171,-8.74E-09,0.00234728,2.81E+00,7.40E+02
139.977,0.000699704,0.429173,0.00264665,2.25E-04,0.00298866,8.84E-05,0.500826,0.00237785,0.060984,0.0176194,-7.86E-09,0.00234899,2.80E+00,7.40E+02
140.16,0.000695912,0.42944,0.00264071,2.25E-04,0.00298053,8.82E-05,0.500418,0.00237813,0.0611436,0.0176217,-6.99E-09,0.00235069,2.78E+00,7.40E+02
140.343,0.000692149,0.429706,0.00263482,2.24E-04,0.00297246,8.80E-05,0.50001,0.00237841,0.0613033,0.017624,-6.12E-09,0.00235238,2.77E+00,7.40E+02
140.525,0.000688414,0.429972,0.00262898,2.24E-04,0.00296445,8.77E-05,0.499602,0.00237869,0.061463,0.0176263,-5.25E-09,0.00235406,2.75E+00,7.40E+02
140.708,0.000684707,0.430238,0.00262319,2.23E-04,0.0029565,8.75E-05,0.499195,0.00237896,0.0616229,0.0176286,-4.40E-09,0.00235575,2.74E+00,7.40E+02
140.89,0.000681028,0.430503,0.00261744,2.23E-04,0.00294861,8.73E-05,0.498787,0.00237924,0.061783,0.0176309,-3.54E-09,0.00235742,2.72E+00,7.40E+02
141.072,0.000677377,0.430768,0.00261173,2.22E-04,0.00294079,8.71E-05,0.49838,0.00237952,0.0619431,0.0176332,-2.70E-09,0.00235909,2.71E+00,7.40E+02
141.255,0.000673753,0.431032,0.00260607,2.22E-04,0.00293302,8.68E-05,0.497973,0.00237979,0.0621033,0.0176355,-1.85E-09,0.00236075,2.70E+00,7.40E+02
141.438,0.000670157,0.431296,0.00260046,2.21E-04,0.00292531,8.66E-05,0.497566,0.00238007,0.0622637,0.0176378,-1.01E-09,0.0023624,2.68E+00,7.40E+02
141.62,0.000666587,0.43156,0.00259489,2.21E-04,0.00291766,8.64E-05,0.497159,0.00238034,0.0624241,0.01764,-1.82E-10,0.00236405,2.67E+00,7.40E+02
141.803,0.000663045,0.431823,0.00258936,2.20E-04,0.00291007,8.62E-05,0.496753,0.00238061,0.0625847,0.0176423,6.45E-10,0.0023657,2.65E+00,7.40E+02
141.985,0.000659529,0.432086,0.00258388,2.19E-04,0.00290254,8.60E-05,0.496346,0.00238088,0.0627453,0.0176446,1.47E-09,0.00236733,2.64E+00,7.40E+02
142.168,0.00065604,0.432348,0.00257844,2.19E-04,0.00289507,8.58E-05,0.49594,0.00238116,0.0629061,0.0176468,2.28E-09,0.00236896,2.62E+00,7.40E+02
142.35,0.000652577,0.43261,0.00257305,2.18E-04,0.00288765,8.55E-05,0.495534,0.00238143,0.063067,0.0176491,3.10E-09,0.00237059,2.61E+00,7.40E+02
142.532,0.00064914,0.432872,0.0025677,2.18E-04,0.00288029,8.53E-05,0.495128,0.0023817,0.063228,0.0176513,3.90E-09,0.00237221,2.60E+00,7.40E+02
142.715,0.000645729,0.433133,0.00256239,2.17E-04,0.00287298,8.51E-05,0.494722,0.00238197,0.0633891,0.0176536,4.71E-09,0.00237382,2.58E+00,7.41E+02
142.898,0.000642344,0.433394,0.00255712,2.17E-04,0.00286574,8.49E-05,0.494316,0.00238224,0.0635503,0.0176558,5.50E-09,0.00237543,2.57E+00,7.41E+02
143.08,0.000638984,0.433654,0.0025519,2.16E-04,0.00285855,8.47E-05,0.493911,0.00238251,0.0637116,0.0176581,6.30E-09,0.00237703,2.56E+00,7.41E+02
143.263,0.000635649,0.433914,0.00254672,2.16E-04,0.00285141,8.45E-05,0.493506,0.00238277,0.063873,0.0176603,7.08E-09,0.00237862,2.54E+00,7.41E+02
143.445,0.000632339,0.434174,0.00254158,2.15E-04,0.00284433,8.43E-05,0.4931,0.00238304,0.0640345,0.0176625,7.87E-09,0.00238021,2.53E+00,7.41E+02
143.627,0.000629055,0.434433,0.00253648,2.15E-04,0.0028373,8.41E-05,0.492695,0.00238331,0.0641962,0.0176647,8.64E-09,0.00238179,2.52E+00,7.41E+02
143.81,0.000625795,0.434692,0.00253143,2.15E-04,0.00283033,8.39E-05,0.492291,0.00238357,0.0643579,0.017667,9.42E-09,0.00238336,2.50E+00,7.41E+02
143.993,0.000622559,0.43495,0.00252642,2.14E-04,0.00282341,8.37E-05,0.491886,0.00238384,0.0645197,0.0176692,1.02E-08,0.00238493,2.49E+00,7.41E+02
144.175,0.000619348,0.435208,0.00252144,2.14E-04,0.00281655,8.35E-05,0.491482,0.0023841,0.0646816,0.0176714,1.09E-08,0.0023865,2.48E+00,7.41E+02
144.358,0.000616161,0.435466,0.00251651,2.13E-04,0.00280974,8.33E-05,0.491077,0.00238437,0.0648436,0.0176736,1.17E-08,0.00238805,2.46E+00,7.41E+02
144.54,0.000612998,0.435723,0.00251162,2.13E-04,0.00280298,8.31E-05,0.490673,0.00238463,0.0650057,0.0176758,1.25E-08,0.00238961,2.45E+00,7.41E+02
144.722,0.000609859,0.43598,0.00250677,2.12E-04,0.00279628,8.29E-05,0.490269,0.00238489,0.0651679,0.017678,1.32E-08,0.00239115,2.44E+00,7.41E+02
144.905,0.000606743,0.436236,0.00250196,2.12E-04,0.00278962,8.27E-05,0.489866,0.00238515,0.0653303,0.0176802,1.40E-08,0.00239269,2.43E+00,7.41E+02
145.088,0.000603651,0.436492,0.00249719,2.11E-04,0.00278302,8.25E-05,0.489462,0.00238542,0.0654927,0.0176824,1.47E-08,0.00239422,2.41E+00,7.41E+02
145.27,0.000600582,0.436748,0.00249245,2.11E-04,0.00277647,8.24E-05,0.489059,0.00238568,0.0656552,0.0176846,1.54E-08,0.00239575,2.40E+00,7.41E+02
145.453,0.000597536,0.437003,0.00248776,2.10E-04,0.00276998,8.22E-05,0.488655,0.00238594,0.0658178,0.0176867,1.62E-08,0.00239727,2.39E+00,7.41E+02
145.635,0.000594513,0.437258,0.00248311,2.10E-04,0.00276353,8.20E-05,0.488252,0.0023862,0.0659804,0.0176889,1.69E-08,0.00239878,2.38E+00,7.41E+02
145.817,0.000591513,0.437512,0.0024785,2.09E-04,0.00275713,8.18E-05,0.48785,0.00238646,0.0661432,0.0176911,1.76E-08,0.00240029,2.37E+00,7.41E+02
146,0.000588535,0.437766,0.00247392,2.09E-04,0.00275079,8.16E-05,0.487447,0.00238671,0.0663061,0.0176933,1.83E-08,0.00240179,2.35E+00,7.41E+02
146.183,0.00058558,0.43802,0.00246938,2.09E-04,0.00274449,8.14E-05,0.487045,0.00238697,0.0664691,0.0176954,1.90E-08,0.00240329,2.34E+00,7.41E+02
146.365,0.000582647,0.438273,0.00246489,2.08E-04,0.00273825,8.13E-05,0.486642,0.00238723,0.0666321,0.0176976,1.97E-08,0.00240478,2.33E+00,7.41E+02
146.548,0.000579735,0.438526,0.00246043,2.08E-04,0.00273205,8.11E-05,0.48624,0.00238749,0.0667953,0.0176997,2.04E-08,0.00240627,2.32E+00,7.41E+02
146.73,0.000576846,0.438778,0.002456,2.07E-04,0.0027259,8.09E-05,0.485839,0.00238774,0.0669585,0.0177019,2.11E-08,0.00240774,2.31E+00,7.41E+02
146.913,0.000573978,0.43903,0.00245162,2.07E-04,0.0027198,8.07E-05,0.485437,0.002388,0.0671218,0.0177041,2.18E-08,0.00240922,2.30E+00,7.41E+02
147.095,0.000571132,0.439282,0.00244727,2.06E-04,0.00271375,8.06E-05,0.485035,0.00238825,0.0672852,0.0177062,2.25E-08,0.00241068,2.28E+00,7.41E+02
147.278,0.000568308,0.439533,0.00244296,2.06E-04,0.00270775,8.04E-05,0.484634,0.00238851,0.0674487,0.0177083,2.32E-08,0.00241214,2.27E+00,7.41E+02
147.46,0.000565504,0.439784,0.00243869,2.06E-04,0.0027018,8.02E-05,0.484233,0.00238876,0.0676123,0.0177105,2.39E-08,0.0024136,2.26E+00,7.41E+02
147.643,0.000562722,0.440034,0.00243445,2.05E-04,0.00269589,8.00E-05,0.483832,0.00238902,0.067776,0.0177126,2.46E-08,0.00241504,2.25E+00,7.41E+02
147.825,0.00055996,0.440284,0.00243025,2.05E-04,0.00269003,7.99E-05,0.483432,0.00238927,0.0679397,0.0177148,2.52E-08,0.00241649,2.24E+00,7.41E+02
148.008,0.000557219,0.440534,0.00242609,2.04E-04,0.00268422,7.97E-05,0.483031,0.00238952,0.0681036,0.0177169,2.59E-08,0.00241792,2.23E+00,7.41E+02
148.19,0.000554499,0.440783,0.00242196,2.04E-04,0.00267845,7.95E-05,0.482631,0.00238978,0.0682675,0.017719,2.66E-08,0.00241935,2.22E+00,7.41E+02
148.373,0.000551799,0.441032,0.00241787,2.04E-04,0.00267273,7.94E-05,0.482231,0.00239003,0.0684315,0.0177211,2.72E-08,0.00242078,2.21E+00,7.41E+02
148.555,0.000549119,0.44128,0.00241382,2.03E-04,0.00266706,7.92E-05,0.481831,0.00239028,0.0685956,0.0177233,2.79E-08,0.00242219,2.20E+00,7.41E+02
148.737,0.00054646,0.441528,0.0024098,2.03E-04,0.00266143,7.91E-05,0.481432,0.00239053,0.0687598,0.0177254,2.85E-08,0.00242361,2.19E+00,7.41E+02
148.92,0.00054382,0.441776,0.00240582,2.02E-04,0.00265585,7.89E-05,0.481033,0.00239078,0.068924,0.0177275,2.92E-08,0.00242501,2.18E+00,7.41E+02
149.102,0.0005412,0.442023,0.00240187,2.02E-04,0.00265031,7.87E-05,0.480633,0.00239103,0.0690883,0.0177296,2.98E-08,0.00242641,2.16E+00,7.41E+02
149.285,0.0005386,0.44227,0.00239796,2.02E-04,0.00264482,7.86E-05,0.480235,0.00239128,0.0692527,0.0177317,3.04E-08,0.00242781,2.15E+00,7.41E+02
149.468,0.000536019,0.442516,0.00239408,2.01E-04,0.00263937,7.84E-05,0.479836,0.00239153,0.0694172,0.0177338,3.11E-08,0.00242919,2.14E+00,7.41E+02
149.65,0.000533458,0.442762,0.00239023,2.01E-04,0.00263397,7.83E-05,0.479437,0.00239177,0.0695818,0.0177359,3.17E-08,0.00243058,2.13E+00,7.41E+02
149.832,0.000530916,0.443008,0.00238643,2.01E-04,0.00262861,7.81E-05,0.479039,0.00239202,0.0697464,0.017738,3.23E-08,0.00243195,2.12E+00,7.41E+02
150.015,0.000528393,0.443253,0.00238265,2.00E-04,0.0026233,7.80E-05,0.478641,0.00239227,0.0699111,0.0177401,3.29E-08,0.00243332,2.11E+00,7.41E+02
150.197,0.000525889,0.443498,0.00237891,2.00E-04,0.00261803,7.78E-05,0.478243,0.00239251,0.0700759,0.0177422,3.36E-08,0.00243469,2.10E+00,7.41E+02
150.38,0.000523404,0.443742,0.0023752,2.00E-04,0.0026128,7.77E-05,0.477846,0.00239276,0.0702408,0.0177443,3.42E-08,0.00243604,2.09E+00,7.41E+02
150.562,0.000520937,0.443986,0.00237153,1.99E-04,0.00260762,7.75E-05,0.477448,0.00239301,0.0704057,0.0177463,3.48E-08,0.0024374,2.08E+00,7.41E+02
150.745,0.000518489,0.44423,0.00236789,1.99E-04,0.00260248,7.74E-05,0.477051,0.00239325,0.0705707,0.0177484,3.54E-08,0.00243874,2.07E+00,7.41E+02
